deviceid,latitude,longitude,arrive_time,leaving_time
258,37.57094145,126.99276855,2019-11-28 04:51:21,2019-11-28 05:25:34
258,37.24529275,127.01653285,2019-11-28 08:01:03,2019-11-28 09:30:46
258,37.1936256,127.0443158,2019-11-28 09:43:35,2019-11-28 10:36:15
258,37.6126164,127.0181142,2019-11-28 12:50:06,2019-11-28 13:37:26
258,37.6126809,127.0181509,2019-11-28 13:38:28,2019-11-28 16:06:49
258,37.6126828,127.01816635,2019-11-28 16:45:39,2019-11-28 17:17:03
258,37.6126377,127.0181666,2019-11-28 17:18:04,2019-11-28 19:39:38
258,37.6126381,127.0182175,2019-11-28 19:40:40,2019-11-28 20:11:32
258,37.6123672,127.0181562,2019-11-28 20:13:00,2019-11-28 21:52:16
258,37.6125249,127.0184468,2019-11-28 21:53:17,2019-11-28 23:35:24
